heart_rate,rmssd,sdnn,emotion
71,75,93,CALM
83,45,27,NORMAL
96,22,23,STRESSED
77,41,36,NORMAL
100,18,40,STRESSED
54,61,71,CALM
87,20,68,NORMAL
84,32,18,STRESSED
61,53,74,CALM
58,33,42,NORMAL
67,83,46,CALM
70,54,88,CALM
70,65,88,CALM
71,71,68,CALM
67,53,67,CALM
110,11,22,ANXIOUS
55,70,51,CALM
69,75,62,CALM
106,18,10,ANXIOUS
89,35,37,NORMAL
67,53,59,CALM
75,57,76,CALM
59,65,87,CALM
109,16,15,ANXIOUS
92,29,25,STRESSED
103,13,10,ANXIOUS
92,19,10,ANXIOUS
56,59,105,CALM
115,13,17,ANXIOUS
114,7,15,ANXIOUS
121,14,25,ANXIOUS
55,54,65,CALM
110,16,16,STRESSED
79,28,51,NORMAL
78,49,70,CALM
79,10,28,ANXIOUS
74,47,87,CALM
82,35,23,STRESSED
67,79,52,CALM
73,17,39,NORMAL
126,15,15,ANXIOUS
73,46,71,CALM
101,21,36,STRESSED
117,18,16,ANXIOUS
102,38,36,STRESSED
95,27,10,ANXIOUS
104,31,40,STRESSED
55,52,43,NORMAL
66,59,60,CALM
123,9,23,ANXIOUS
87,9,17,STRESSED
50,75,67,CALM
100,24,22,ANXIOUS
110,7,10,ANXIOUS
61,56,60,CALM
61,27,53,NORMAL
71,27,69,NORMAL
91,26,19,STRESSED
92,24,30,STRESSED
108,22,10,ANXIOUS
95,10,39,STRESSED
88,21,24,STRESSED
65,37,53,NORMAL
95,19,33,STRESSED
81,55,78,CALM
63,52,57,CALM
120,9,25,ANXIOUS
83,46,50,NORMAL
72,49,60,NORMAL
95,35,33,NORMAL
67,19,23,STRESSED
76,57,71,CALM
96,35,24,NORMAL
76,41,78,CALM
52,59,100,CALM
84,38,20,STRESSED
58,60,65,CALM
73,41,42,NORMAL
53,55,92,CALM
80,25,27,STRESSED
62,65,72,CALM
88,69,51,CALM
96,16,30,STRESSED
94,21,41,ANXIOUS
127,11,26,ANXIOUS
87,35,34,STRESSED
92,46,66,NORMAL
87,29,38,STRESSED
50,60,79,CALM
80,26,22,NORMAL
113,32,31,STRESSED
97,56,24,NORMAL
71,68,71,CALM
124,10,21,ANXIOUS
64,64,70,CALM
62,60,58,CALM
110,13,40,STRESSED
113,7,22,ANXIOUS
77,54,30,NORMAL
69,52,33,NORMAL
103,48,54,NORMAL
87,16,36,STRESSED
87,22,22,ANXIOUS
99,20,14,STRESSED
92,22,22,STRESSED
115,16,34,ANXIOUS
61,71,58,CALM
124,16,27,ANXIOUS
76,36,42,NORMAL
65,53,52,CALM
120,15,13,ANXIOUS
72,54,59,CALM
63,66,67,CALM
111,11,23,ANXIOUS
115,19,21,ANXIOUS
105,11,25,ANXIOUS
80,36,40,NORMAL
100,21,25,STRESSED
99,15,14,ANXIOUS
97,16,34,STRESSED
110,13,13,ANXIOUS
98,43,33,STRESSED
111,16,11,ANXIOUS
91,29,27,STRESSED
67,56,75,CALM
90,56,65,NORMAL
105,6,13,ANXIOUS
89,22,29,STRESSED
88,33,17,STRESSED
72,33,67,NORMAL
94,17,27,STRESSED
52,67,52,CALM
99,20,42,STRESSED
124,22,31,ANXIOUS
66,69,74,CALM
50,51,72,CALM
67,77,105,CALM
87,26,59,NORMAL
80,27,35,NORMAL
63,54,83,CALM
122,11,24,ANXIOUS
111,16,17,ANXIOUS
69,49,34,CALM
52,50,66,CALM
101,17,10,ANXIOUS
114,23,42,ANXIOUS
112,35,63,NORMAL
84,26,83,NORMAL
98,12,31,ANXIOUS
109,11,15,ANXIOUS
55,54,54,CALM
91,29,55,NORMAL
101,20,20,ANXIOUS
75,42,53,NORMAL
65,67,76,CALM
105,14,10,ANXIOUS
91,27,77,NORMAL
83,36,67,NORMAL
90,25,28,STRESSED
86,26,10,STRESSED
123,12,21,ANXIOUS
110,13,10,ANXIOUS
100,13,16,ANXIOUS
69,66,85,CALM
101,18,24,ANXIOUS
73,66,62,CALM
99,15,21,ANXIOUS
60,37,69,CALM
78,37,44,NORMAL
67,48,52,CALM
77,31,56,NORMAL
112,8,29,ANXIOUS
88,28,44,STRESSED
76,47,52,NORMAL
86,31,32,STRESSED
81,30,56,NORMAL
105,15,21,ANXIOUS
101,43,45,NORMAL
98,16,10,ANXIOUS
116,10,28,ANXIOUS
85,35,81,NORMAL
111,13,34,STRESSED
87,41,17,NORMAL
68,79,76,CALM
99,21,22,STRESSED
81,50,28,NORMAL
83,33,38,STRESSED
102,8,23,ANXIOUS
62,56,85,CALM
108,15,25,ANXIOUS
101,20,28,ANXIOUS
80,42,48,NORMAL
77,43,29,NORMAL
68,56,37,CALM
56,51,82,CALM
50,46,86,CALM
118,15,20,ANXIOUS
88,36,61,NORMAL
129,18,28,ANXIOUS
67,50,69,CALM
82,37,39,NORMAL
107,14,19,ANXIOUS
97,5,16,ANXIOUS
114,8,19,ANXIOUS
71,52,55,NORMAL
50,55,84,CALM
68,56,44,NORMAL
117,5,23,ANXIOUS
108,15,24,ANXIOUS
95,15,32,ANXIOUS
83,26,32,STRESSED
80,62,85,CALM
62,45,74,CALM
120,12,29,ANXIOUS
98,27,47,NORMAL
82,28,61,NORMAL
87,31,43,STRESSED
80,53,71,NORMAL
66,62,102,CALM
83,42,48,NORMAL
115,12,23,ANXIOUS
85,17,13,STRESSED
107,12,29,ANXIOUS
99,34,44,STRESSED
75,30,38,NORMAL
98,13,18,ANXIOUS
87,29,34,STRESSED
109,12,10,ANXIOUS
76,30,48,NORMAL
95,16,27,ANXIOUS
100,25,18,STRESSED
97,27,36,STRESSED
112,15,25,ANXIOUS
57,57,42,NORMAL
91,25,42,STRESSED
83,82,86,CALM
68,41,45,NORMAL
73,26,65,NORMAL
92,47,48,NORMAL
87,44,39,STRESSED
101,22,23,STRESSED
103,16,47,STRESSED
73,51,49,CALM
61,53,76,CALM
111,32,45,STRESSED
58,79,75,CALM
103,26,17,ANXIOUS
113,21,11,ANXIOUS
65,63,62,CALM
114,26,23,ANXIOUS
110,16,11,ANXIOUS
66,36,45,NORMAL
62,14,31,NORMAL
110,14,26,STRESSED
96,20,24,ANXIOUS
75,51,53,CALM
90,31,33,STRESSED
59,67,46,CALM
66,66,64,CALM
86,42,60,NORMAL
74,60,85,CALM
55,49,73,CALM
89,44,44,NORMAL
98,39,67,NORMAL
106,16,23,ANXIOUS
103,10,10,ANXIOUS
103,8,19,STRESSED
86,56,86,NORMAL
95,33,32,STRESSED
61,55,87,CALM
59,54,56,CALM
79,55,70,CALM
68,54,68,CALM
93,53,52,NORMAL
103,9,12,ANXIOUS
83,22,34,STRESSED
97,12,31,ANXIOUS
94,5,25,ANXIOUS
97,10,20,ANXIOUS
65,58,60,CALM
102,24,11,ANXIOUS
92,24,34,STRESSED
73,48,28,NORMAL
70,35,53,CALM
62,26,44,NORMAL
51,47,69,CALM
76,44,27,NORMAL
68,61,54,CALM
62,55,69,CALM
74,27,33,STRESSED
66,49,71,CALM
64,49,76,CALM
90,19,33,STRESSED
100,25,31,STRESSED
110,28,21,STRESSED
66,58,74,CALM
100,9,36,ANXIOUS
93,12,10,ANXIOUS
67,53,57,CALM
117,24,25,ANXIOUS
67,59,70,CALM
78,60,82,CALM
79,33,38,NORMAL
66,41,66,CALM
88,35,25,STRESSED
63,67,74,CALM
98,36,24,STRESSED
74,55,54,NORMAL
87,39,35,NORMAL
114,12,20,ANXIOUS
77,41,43,NORMAL
107,26,24,STRESSED
65,53,70,CALM
109,31,50,STRESSED
81,33,62,NORMAL
61,46,74,CALM
70,70,65,CALM
100,19,12,ANXIOUS
120,15,17,ANXIOUS
69,70,96,CALM
95,40,32,STRESSED
105,17,24,ANXIOUS
109,18,20,ANXIOUS
109,11,16,ANXIOUS
83,78,81,CALM
90,30,29,STRESSED
75,57,74,CALM
56,60,55,CALM
103,30,11,STRESSED
61,60,99,CALM
71,31,63,NORMAL
110,17,10,ANXIOUS
97,15,22,ANXIOUS
74,79,66,CALM
104,23,24,ANXIOUS
102,23,40,STRESSED
57,81,90,CALM
97,17,16,ANXIOUS
79,24,38,STRESSED
126,12,36,ANXIOUS
83,67,60,CALM
105,28,34,STRESSED
93,38,30,STRESSED
122,22,10,ANXIOUS
103,16,14,ANXIOUS
79,29,47,NORMAL
94,26,32,STRESSED
116,22,10,ANXIOUS
75,13,10,STRESSED
123,8,30,ANXIOUS
58,51,60,CALM
61,65,69,CALM
89,33,33,STRESSED
92,17,47,STRESSED
130,21,14,ANXIOUS
85,30,43,NORMAL
100,20,29,ANXIOUS
93,24,24,STRESSED
82,32,41,NORMAL
91,24,10,STRESSED
60,61,65,CALM
95,27,35,NORMAL
61,57,59,CALM
65,53,66,CALM
73,54,50,NORMAL
108,10,21,ANXIOUS
120,11,10,ANXIOUS
64,45,80,CALM
67,58,92,CALM
85,28,42,STRESSED
122,14,10,ANXIOUS
98,25,22,STRESSED
67,65,88,CALM
86,21,55,NORMAL
77,28,52,NORMAL
100,24,20,STRESSED
94,23,47,STRESSED
92,21,40,STRESSED
59,21,50,NORMAL
88,22,31,STRESSED
65,37,57,NORMAL
99,15,34,STRESSED
58,48,81,CALM
72,18,23,STRESSED
70,45,76,CALM
95,31,24,STRESSED
118,20,38,STRESSED
79,60,70,CALM
61,38,57,CALM
108,16,25,ANXIOUS
89,29,32,STRESSED
74,50,64,NORMAL
120,9,15,ANXIOUS
99,41,48,NORMAL
72,61,54,CALM
110,8,22,ANXIOUS
89,20,24,STRESSED
89,43,49,NORMAL
87,20,11,STRESSED
84,43,45,NORMAL
81,23,43,NORMAL
64,48,88,CALM
78,42,56,NORMAL
74,74,93,CALM
115,12,43,STRESSED
112,12,13,ANXIOUS
99,31,30,STRESSED
107,7,25,ANXIOUS
86,47,76,NORMAL
103,13,10,ANXIOUS
56,68,75,CALM
66,42,83,CALM
82,21,29,STRESSED
117,14,25,ANXIOUS
93,52,56,NORMAL
105,50,46,NORMAL
63,28,54,NORMAL
62,60,60,CALM
84,24,55,NORMAL
91,28,65,NORMAL
66,61,79,CALM
120,8,27,ANXIOUS
54,55,87,CALM
58,34,38,NORMAL
83,32,70,NORMAL
84,31,37,NORMAL
52,60,86,CALM
115,10,15,ANXIOUS
97,36,39,STRESSED
85,43,40,NORMAL
63,75,60,CALM
78,32,72,NORMAL
84,54,51,NORMAL
96,8,18,ANXIOUS
66,54,35,NORMAL
83,65,66,CALM
65,54,70,CALM
60,48,71,CALM
70,54,66,CALM
63,42,103,CALM
114,27,23,ANXIOUS
93,21,10,ANXIOUS
65,72,82,CALM
88,14,24,STRESSED
67,66,68,CALM
93,27,33,STRESSED
81,35,53,NORMAL
100,20,25,ANXIOUS
76,69,45,NORMAL
103,38,42,NORMAL
76,35,88,CALM
90,24,55,STRESSED
98,9,17,ANXIOUS
103,16,10,ANXIOUS
97,13,15,ANXIOUS
91,40,27,NORMAL
93,15,23,STRESSED
111,30,34,STRESSED
85,13,10,ANXIOUS
62,48,67,CALM
71,39,77,NORMAL
60,52,30,NORMAL
84,32,32,NORMAL
112,16,19,ANXIOUS
95,23,43,STRESSED
83,30,43,STRESSED
122,27,38,ANXIOUS
107,15,28,ANXIOUS
84,21,18,STRESSED
116,20,16,STRESSED
103,20,13,STRESSED
112,16,31,ANXIOUS
103,24,21,STRESSED
97,41,42,STRESSED
105,11,15,ANXIOUS
98,25,27,STRESSED
100,33,45,STRESSED
86,48,45,NORMAL
83,74,75,CALM
112,20,43,STRESSED
71,60,34,CALM
115,11,22,ANXIOUS
74,39,51,NORMAL
83,18,67,NORMAL
110,18,31,ANXIOUS
125,8,24,ANXIOUS
79,33,39,STRESSED
92,28,28,STRESSED
93,39,10,STRESSED
91,19,36,STRESSED
56,69,88,CALM
50,61,52,CALM
94,41,32,STRESSED
54,73,36,CALM
110,13,10,ANXIOUS
90,22,52,STRESSED
95,11,29,STRESSED
103,13,31,ANXIOUS
80,28,59,NORMAL
89,35,42,NORMAL
93,34,34,STRESSED
105,14,15,ANXIOUS
72,47,66,CALM
100,21,42,STRESSED
63,58,89,CALM
55,42,58,CALM
82,57,50,NORMAL
86,24,30,STRESSED
74,72,59,CALM
110,5,24,ANXIOUS
77,26,43,STRESSED
104,17,21,ANXIOUS
89,41,52,NORMAL
117,15,13,ANXIOUS
109,18,18,ANXIOUS
101,21,19,STRESSED
102,24,18,STRESSED
92,22,36,STRESSED
104,12,33,ANXIOUS
109,17,43,STRESSED
65,74,103,CALM
76,49,45,NORMAL
108,42,23,STRESSED
63,72,76,CALM
91,14,49,STRESSED
123,24,24,ANXIOUS
99,11,24,ANXIOUS
106,14,16,ANXIOUS
76,25,36,NORMAL
86,21,31,STRESSED
63,46,39,NORMAL
125,29,10,ANXIOUS
56,58,70,CALM
86,31,49,NORMAL
74,62,95,CALM
112,5,28,ANXIOUS
117,23,10,ANXIOUS
64,54,64,CALM
124,20,25,ANXIOUS
119,15,10,ANXIOUS
101,31,17,STRESSED
86,28,27,STRESSED
63,58,65,CALM
96,8,19,ANXIOUS
64,47,51,NORMAL
112,12,12,ANXIOUS
96,26,22,STRESSED
118,12,10,ANXIOUS
97,35,36,STRESSED
60,60,72,CALM
69,58,78,CALM
92,18,21,STRESSED
88,47,38,NORMAL
56,62,76,CALM
50,58,65,CALM
65,50,58,CALM
84,11,23,ANXIOUS
127,17,24,ANXIOUS
109,26,29,STRESSED
99,16,36,STRESSED
73,36,38,STRESSED
105,35,51,NORMAL
95,16,16,ANXIOUS
77,34,39,NORMAL
71,70,71,CALM
87,28,66,NORMAL
61,69,71,CALM
108,14,10,ANXIOUS
69,78,88,CALM
113,22,17,ANXIOUS
113,17,13,ANXIOUS
70,53,88,CALM
80,45,60,NORMAL
106,20,17,ANXIOUS
70,76,87,CALM
108,18,24,STRESSED
65,64,59,CALM
88,47,40,NORMAL
91,37,28,STRESSED
67,48,75,CALM
119,12,10,ANXIOUS
66,72,83,CALM
105,29,40,STRESSED
92,34,51,NORMAL
59,75,15,CALM
76,52,83,CALM
66,43,49,NORMAL
89,30,32,STRESSED
107,7,10,ANXIOUS
72,58,71,CALM
93,54,52,NORMAL
79,20,36,STRESSED
90,25,23,STRESSED
78,51,46,NORMAL
93,27,36,STRESSED
101,10,22,ANXIOUS
118,16,19,ANXIOUS
94,22,51,STRESSED
101,21,37,STRESSED
67,76,65,CALM
66,54,25,NORMAL
123,22,11,ANXIOUS
62,67,68,CALM
81,31,60,NORMAL
100,21,22,ANXIOUS
84,41,37,NORMAL
81,58,70,CALM
109,28,10,STRESSED
81,19,41,NORMAL
64,17,52,NORMAL
83,35,48,NORMAL
72,62,48,CALM
67,59,67,CALM
89,42,49,NORMAL
121,40,38,STRESSED
61,52,59,CALM
117,5,15,ANXIOUS
50,60,97,CALM
111,20,31,ANXIOUS
105,10,10,ANXIOUS
102,13,24,STRESSED
95,29,20,STRESSED
50,68,53,CALM
97,11,28,ANXIOUS
123,12,21,ANXIOUS
109,17,22,ANXIOUS
91,10,16,ANXIOUS
70,41,79,CALM
87,50,72,NORMAL
122,12,14,ANXIOUS
68,41,45,NORMAL
54,66,94,CALM
65,62,53,CALM
92,28,50,NORMAL
100,10,18,ANXIOUS
96,20,19,STRESSED
76,65,85,CALM
64,53,81,CALM
91,8,34,STRESSED
114,26,20,STRESSED
99,10,10,ANXIOUS
109,22,39,STRESSED
68,45,83,CALM
115,6,10,ANXIOUS
78,69,56,CALM
84,39,52,NORMAL
117,11,18,ANXIOUS
119,17,24,ANXIOUS
61,58,76,CALM
83,37,53,NORMAL
71,55,50,NORMAL
115,38,10,STRESSED
57,69,74,CALM
110,10,16,ANXIOUS
108,17,14,ANXIOUS
55,51,101,CALM
59,68,73,CALM
90,15,18,STRESSED
87,16,26,STRESSED
79,18,25,STRESSED
65,65,68,CALM
93,10,33,STRESSED
90,38,34,NORMAL
110,16,30,ANXIOUS
53,64,63,CALM
106,11,13,ANXIOUS
101,20,18,STRESSED
78,48,33,NORMAL
86,46,40,NORMAL
57,51,71,NORMAL
94,13,10,STRESSED
91,43,39,NORMAL
79,46,42,NORMAL
85,30,30,NORMAL
79,22,42,NORMAL
77,48,65,NORMAL
102,47,50,NORMAL
120,17,10,ANXIOUS
95,16,22,STRESSED
84,48,32,NORMAL
81,19,22,ANXIOUS
57,59,70,CALM
113,21,32,ANXIOUS
74,66,65,CALM
98,17,41,NORMAL
96,27,39,STRESSED
71,53,10,NORMAL
55,63,67,CALM
120,16,10,ANXIOUS
109,18,50,STRESSED
100,26,39,STRESSED
62,36,90,CALM
112,38,34,STRESSED
69,37,55,NORMAL
92,47,54,NORMAL
93,16,26,STRESSED
55,21,73,CALM
98,17,37,STRESSED
122,14,25,ANXIOUS
72,56,87,CALM
71,24,61,NORMAL
50,65,85,CALM
84,30,24,STRESSED
90,30,41,STRESSED
59,56,42,CALM
64,59,64,CALM
88,44,37,NORMAL
58,56,71,CALM
55,52,98,CALM
70,72,65,CALM
71,60,70,CALM
120,20,41,STRESSED
98,16,23,ANXIOUS
63,51,110,CALM
112,29,17,STRESSED
75,31,61,NORMAL
111,18,15,ANXIOUS
85,18,20,STRESSED
85,23,45,STRESSED
103,40,31,STRESSED
91,36,40,NORMAL
61,74,85,CALM
118,14,33,ANXIOUS
102,33,25,STRESSED
64,62,36,NORMAL
102,5,19,ANXIOUS
91,29,36,NORMAL
75,44,43,NORMAL
77,32,30,NORMAL
129,17,10,ANXIOUS
88,43,59,NORMAL
87,44,31,STRESSED
63,48,54,CALM
121,9,28,ANXIOUS
97,25,46,NORMAL
76,48,47,NORMAL
82,23,30,STRESSED
104,12,31,STRESSED
84,34,45,NORMAL
86,34,58,NORMAL
100,6,18,ANXIOUS
51,56,72,CALM
69,60,55,CALM
67,64,74,CALM
64,70,63,CALM
68,50,72,CALM
81,32,25,NORMAL
122,21,16,ANXIOUS
55,62,89,CALM
98,34,29,STRESSED
99,15,31,STRESSED
86,49,54,NORMAL
95,18,31,ANXIOUS
78,48,100,CALM
98,37,49,NORMAL
78,21,19,STRESSED
117,17,23,ANXIOUS
101,31,56,NORMAL
102,20,21,ANXIOUS
91,23,36,STRESSED
116,21,25,ANXIOUS
63,28,42,STRESSED
73,74,90,CALM
65,64,60,CALM
89,43,53,NORMAL
64,63,51,CALM
121,12,14,ANXIOUS
75,47,68,CALM
95,10,18,ANXIOUS
50,55,76,CALM
88,25,17,STRESSED
109,9,17,ANXIOUS
113,18,24,ANXIOUS
107,22,10,ANXIOUS
96,11,14,ANXIOUS
104,35,34,STRESSED
91,20,19,STRESSED
79,36,34,STRESSED
60,40,75,CALM
100,11,28,ANXIOUS
66,45,44,NORMAL
90,31,23,STRESSED
93,31,84,NORMAL
94,18,10,ANXIOUS
86,16,10,NORMAL
66,62,62,CALM
114,16,25,ANXIOUS
61,44,93,CALM
84,49,44,NORMAL
75,28,51,NORMAL
98,35,32,STRESSED
57,42,76,CALM
81,38,47,NORMAL
108,18,29,ANXIOUS
80,18,52,STRESSED
81,45,47,NORMAL
102,11,36,STRESSED
103,22,16,STRESSED
74,47,61,NORMAL
66,53,24,NORMAL
97,18,24,STRESSED
87,21,23,ANXIOUS
89,33,52,NORMAL
65,66,28,CALM
62,59,75,CALM
63,69,89,CALM
88,41,72,CALM
98,28,29,STRESSED
104,27,34,STRESSED
91,52,58,NORMAL
90,27,42,STRESSED
79,52,79,CALM
77,48,47,NORMAL
75,51,46,NORMAL
61,64,54,CALM
80,33,28,NORMAL
105,15,20,ANXIOUS
97,14,17,ANXIOUS
71,45,72,CALM
78,56,64,CALM
112,8,16,ANXIOUS
73,42,51,NORMAL
89,29,29,STRESSED
66,46,48,NORMAL
102,14,17,ANXIOUS
92,23,69,NORMAL
94,5,23,STRESSED
68,66,81,CALM
99,25,43,NORMAL
59,71,62,CALM
54,52,44,NORMAL
92,9,10,ANXIOUS
104,22,23,ANXIOUS
76,83,36,CALM
60,67,78,CALM
79,21,38,STRESSED
84,23,41,STRESSED
72,73,87,CALM
113,9,31,ANXIOUS
88,36,69,NORMAL
65,25,11,STRESSED
106,30,25,STRESSED
70,39,32,NORMAL
57,74,70,CALM
90,45,67,NORMAL
110,16,17,ANXIOUS
112,10,19,ANXIOUS
89,49,34,NORMAL
107,12,35,ANXIOUS
50,50,25,NORMAL
77,52,73,CALM
108,21,26,ANXIOUS
67,48,72,CALM
65,59,89,CALM
96,25,49,NORMAL
98,26,55,STRESSED
113,17,26,ANXIOUS
83,46,39,NORMAL
100,29,28,STRESSED
80,49,75,NORMAL
69,59,79,CALM
105,20,15,ANXIOUS
115,5,10,ANXIOUS
114,16,22,ANXIOUS
61,60,52,CALM
85,32,23,STRESSED
121,10,11,ANXIOUS
123,5,10,ANXIOUS
61,50,36,NORMAL
104,15,38,STRESSED
71,51,92,CALM
105,13,19,ANXIOUS
99,20,10,ANXIOUS
73,55,55,CALM
57,44,58,CALM
94,34,76,NORMAL
54,63,64,CALM
116,8,33,ANXIOUS
98,18,23,ANXIOUS
118,21,10,ANXIOUS
100,11,15,ANXIOUS
68,35,48,NORMAL
114,16,10,ANXIOUS
90,23,36,STRESSED
90,33,82,NORMAL
117,11,18,ANXIOUS
69,38,59,NORMAL
95,18,30,STRESSED
63,49,67,CALM
71,35,67,NORMAL
95,27,20,STRESSED
59,53,77,CALM
92,28,27,STRESSED
84,49,39,NORMAL
99,6,20,ANXIOUS
84,28,47,NORMAL
91,23,29,STRESSED
112,14,20,ANXIOUS
68,73,64,CALM
111,15,11,ANXIOUS
102,13,17,ANXIOUS
71,70,72,CALM
79,34,44,NORMAL
67,52,90,CALM
89,10,10,ANXIOUS
92,43,57,NORMAL
105,23,10,ANXIOUS
116,12,26,ANXIOUS
129,7,10,ANXIOUS
61,35,44,NORMAL
108,32,48,STRESSED
107,10,10,ANXIOUS
69,60,40,CALM
69,46,50,NORMAL
87,17,35,NORMAL
85,55,48,NORMAL
97,40,34,STRESSED
84,45,29,NORMAL
100,5,10,ANXIOUS
109,17,32,ANXIOUS
85,29,34,NORMAL
73,31,13,STRESSED
119,6,20,ANXIOUS
78,69,73,CALM
53,68,49,CALM
60,74,56,CALM
98,33,41,STRESSED
61,57,77,CALM
80,31,35,STRESSED
75,57,67,NORMAL
115,12,23,ANXIOUS
71,64,44,CALM
72,29,53,NORMAL
88,9,41,STRESSED
115,15,13,ANXIOUS
96,27,35,STRESSED
97,27,29,STRESSED
50,63,85,CALM
115,11,12,ANXIOUS
74,32,25,NORMAL
64,55,81,CALM
121,13,10,ANXIOUS
67,62,95,CALM
116,12,16,ANXIOUS
108,17,27,ANXIOUS
93,35,58,NORMAL
101,31,47,STRESSED
70,55,46,CALM
62,51,44,NORMAL
68,57,67,NORMAL
93,34,33,STRESSED
108,18,10,ANXIOUS
80,56,52,CALM
89,33,42,STRESSED
59,62,43,CALM
68,56,89,CALM
84,53,56,NORMAL
87,21,37,STRESSED
109,17,17,STRESSED
77,38,45,NORMAL
67,52,68,CALM
86,15,10,STRESSED
91,44,44,NORMAL
95,34,65,NORMAL
70,50,42,NORMAL
85,28,55,NORMAL
87,23,34,NORMAL
66,58,43,CALM
75,54,45,CALM
95,25,18,STRESSED
67,35,50,NORMAL
117,22,10,ANXIOUS
76,48,50,NORMAL
108,17,17,ANXIOUS
66,69,42,CALM
72,37,67,CALM
92,58,58,NORMAL
74,39,67,NORMAL
84,14,31,STRESSED
64,43,47,CALM
77,69,64,CALM
79,33,39,NORMAL
116,19,23,ANXIOUS
63,73,85,CALM
92,37,58,NORMAL
102,25,18,ANXIOUS
91,52,79,NORMAL
97,35,45,STRESSED
93,26,35,STRESSED
100,25,38,STRESSED
77,37,91,CALM
112,9,21,ANXIOUS
99,19,29,STRESSED
58,36,89,CALM
112,18,33,ANXIOUS
103,31,45,ANXIOUS
82,35,64,NORMAL
64,54,62,CALM
112,18,18,ANXIOUS
102,16,22,ANXIOUS
66,55,103,CALM
84,30,10,STRESSED
82,46,42,NORMAL
69,44,48,NORMAL
108,5,26,ANXIOUS
102,28,16,STRESSED
122,30,31,ANXIOUS
90,25,31,STRESSED
85,56,69,CALM
118,9,10,ANXIOUS
66,48,120,CALM
75,41,71,NORMAL
97,25,13,STRESSED
57,62,84,CALM
99,9,46,STRESSED
115,22,32,ANXIOUS
108,15,10,ANXIOUS
86,46,58,NORMAL
55,55,36,CALM
84,61,53,NORMAL
97,21,25,STRESSED
62,55,40,NORMAL
93,44,23,STRESSED
78,37,45,NORMAL
59,56,71,CALM
66,51,72,CALM
112,23,29,STRESSED
55,58,76,CALM
108,17,17,ANXIOUS
105,20,41,STRESSED
61,66,67,CALM
84,25,13,STRESSED
77,29,65,NORMAL
115,15,27,STRESSED
58,63,55,CALM
98,9,10,ANXIOUS
63,68,58,CALM
105,7,34,ANXIOUS
125,16,22,ANXIOUS
63,41,57,CALM
99,16,10,ANXIOUS
86,14,35,STRESSED
110,13,14,STRESSED
84,46,62,NORMAL
91,44,71,NORMAL
70,63,79,CALM
68,53,57,NORMAL
98,23,21,STRESSED
130,12,19,ANXIOUS
118,19,13,ANXIOUS
67,55,55,CALM
82,26,26,NORMAL
99,13,21,STRESSED
108,18,11,ANXIOUS
91,38,27,STRESSED
88,33,10,STRESSED
101,13,20,ANXIOUS
98,39,92,NORMAL
58,53,78,CALM
85,46,47,NORMAL
98,6,31,STRESSED
119,15,31,ANXIOUS
117,19,20,ANXIOUS
59,61,61,CALM
67,52,63,CALM
123,15,35,ANXIOUS
110,11,14,ANXIOUS
81,32,55,NORMAL
80,69,56,CALM
113,10,26,ANXIOUS
71,45,53,NORMAL
90,39,38,NORMAL
73,57,76,CALM
102,22,46,STRESSED
96,37,67,NORMAL
88,40,55,NORMAL
83,29,55,NORMAL
66,53,47,NORMAL
90,21,25,STRESSED
58,49,84,CALM
80,42,58,NORMAL
77,30,69,NORMAL
119,10,20,ANXIOUS
92,8,17,ANXIOUS
66,37,93,CALM
79,54,62,NORMAL
92,14,32,STRESSED
98,17,11,ANXIOUS
91,13,10,ANXIOUS
89,21,16,STRESSED
99,27,22,STRESSED
76,16,38,NORMAL
86,13,40,STRESSED
65,67,77,CALM
99,24,14,ANXIOUS
75,53,75,CALM
73,36,51,NORMAL
77,43,54,NORMAL
98,24,41,STRESSED
123,14,10,ANXIOUS
85,24,35,STRESSED
105,24,25,STRESSED
101,32,34,STRESSED
99,18,44,STRESSED
54,61,65,CALM
107,5,10,ANXIOUS
109,14,23,ANXIOUS
61,44,86,CALM
70,42,43,NORMAL
62,49,68,CALM
85,38,54,NORMAL
112,15,25,ANXIOUS
103,13,10,ANXIOUS
95,33,41,STRESSED
59,46,33,CALM
130,19,18,ANXIOUS
102,5,18,ANXIOUS
69,41,74,NORMAL
115,14,17,ANXIOUS
60,66,74,CALM
92,29,31,STRESSED
82,34,68,NORMAL
61,32,27,NORMAL
86,19,36,STRESSED
82,16,29,STRESSED
109,15,31,ANXIOUS
87,45,56,NORMAL
93,11,28,STRESSED
118,21,23,ANXIOUS
56,46,57,CALM
73,26,30,NORMAL
86,33,21,NORMAL
66,70,67,CALM
119,11,19,ANXIOUS
81,40,47,NORMAL
60,81,63,CALM
94,30,15,STRESSED
105,41,88,NORMAL
93,16,16,ANXIOUS
87,15,25,STRESSED
115,13,13,ANXIOUS
121,20,21,ANXIOUS
104,22,17,STRESSED
70,42,54,NORMAL
97,29,41,STRESSED
90,30,49,STRESSED
100,13,13,ANXIOUS
66,35,40,NORMAL
75,35,31,NORMAL
102,21,29,STRESSED
83,42,43,NORMAL
103,28,48,STRESSED
81,27,57,NORMAL
89,13,18,ANXIOUS
117,20,32,ANXIOUS
100,34,31,STRESSED
125,25,10,ANXIOUS
108,8,10,STRESSED
119,20,29,ANXIOUS
51,57,67,CALM
60,71,80,CALM
93,14,30,STRESSED
53,63,70,CALM
80,49,29,NORMAL
87,23,35,STRESSED
